MolID;Energy;Name
761;-8.5;7alpha-OH-estrone
754;-8.5;6-thioinosine triphosphate
747;-8.5;6-OH-gliclazide
709;-8.5;6-Hydroxubufuralol
704;-8.5;6-chloro-5-(2-piperazin-1-yl-ethyl)-1,3-dihydro-indol-2-one
691;-8.5;6-beta-hydrocortisol
687;-8.5;6-alpha-OH DEXAMETHASONE
681;-8.5;6??hydroxy-prednisolone(M-VI)
613;-8.5;5-hydroxy diclofenac
552;-8.5;4-OH-S-flurbiprofen
496;-8.5;4-Hydroxybufuralol
457;-8.5;4-carboxynevirapine
393;-8.5;3-Hydroxyquinidine
346;-8.5;3alpha-hydroxythiomethylspironolactone
334;-8.5;3??,5??-tetrahydronorethisterone
325;-8.5;3,4-Dihydroxynelfinavir
309;-8.5;3-(4-carboxybenzylidene)camphor
298;-8.5;2-phthalimidoglutaramic acid
295;-8.5;2-Oxoquazepam
262;-8.5;2-Hydroxyestrone sulfate
169;-8.5;1'-hydroxytriazolam
91;-8.5;10-hydroxycarbazepine sulfate
43;-8.5;(S)-MHD glucuronide metabolite
36;-8.5;(R)-Norfluoxetine
24;-8.5;(E)-dehydrowarfarin
5731;-8.4;Voriconazole O-glucuronide derivative (1)
5722;-8.4;vismodegib
5660;-8.4;Uroterpenol-O-glucuronide
5571;-8.4;triclabendazole
5557;-8.4;triamcinolone hexacetonide
5556;-8.4;triamcinolone diacetate
5423;-8.4;thymopentin
5412;-8.4;Thioridazine 5-sulfoxide
5406;-8.4;Thioguanosine triphosphate
5389;-8.4;thiamphenicol
5363;-8.4;Testosterone sulfate
5358;-8.4;testolactone
5354;-8.4;teriflunomide
5343;-8.4;tenofovir disoproxil
5285;-8.4;Tamoxifen Metabolite E Glucuronide
5239;-8.4;sulindac
5236;-8.4;Sulfociprofloxacin
5224;-8.4;Sulfate conjugate of galantamine
5161;-8.4;stanozolol
5133;-8.4;sobuzoxane
5128;-8.4;S-Methyl-dihydro-ziprasidone
5109;-8.4;setiptiline
5056;-8.4;S-6-Hydroxywarfarin
5005;-8.4;Ring-opened tedizolid metabolite
4994;-8.4;riboflavin phosphate
4976;-8.4;reserpine
4924;-8.4;R-95913
4914;-8.4;R-10(S)-Hydroxywarfarin
4887;-8.4;pyrvinium
4866;-8.4;Prucalopride N-glucuronide
4850;-8.4;protirelin
4778;-8.4;prenoxdiazine
4766;-8.4;prednisolone succinate
4764;-8.4;prednisolone sodium phosphate
4734;-8.4;polythiazide
4725;-8.4;plafibride
4693;-8.4;pipotiazine palmitate
4679;-8.4;pipamperone
4650;-8.4;picodralazine
4602;-8.4;phentetramine
4545;-8.4;Perindoprilat glucuronide
4523;-8.4;pentostatin
4516;-8.4;pentazocine
4498;-8.4;pemirolast
4379;-8.4;oxatomide
4361;-8.4;ouabain
4350;-8.4;ortho-hydroxyatorvastatin glucuronide
4342;-8.4;ormeloxifene
4219;-8.4;Norfluoxetine alcohol
4156;-8.4;nipradilol
4148;-8.4;nilutamide
4140;-8.4;nifurfoline
4094;-8.4;neratinib
4066;-8.4;N-Desmethylterbinafine dihydrodiol derivative (1)
4065;-8.4;N-Desmethylterbinafine
4040;-8.4;N-desmethylbenztropine
4038;-8.4;N-desmethylatomoxetine
4035;-8.4;N-desmethyl-4-hydroxyatomoxetine
4033;-8.4;N-desmethyl vandetanib
4027;-8.4;N-desmethyl olopatadine
3997;-8.4;Nateglinide metabolite M2/M3
3989;-8.4;naproxen
3984;-8.4;nandrolone
3969;-8.4;nafiverine
3898;-8.4;moxaverine
3876;-8.4;Montelukast metabolite M5a
3864;-8.4;Monodemethylated mifepristone
3806;-8.4;micronomicin
3773;-8.4;metiazinic acid
3767;-8.4;methyltestosterone
3758;-8.4;Methylprednisolone M5 Metabolite
3697;-8.4;methenolone
3650;-8.4;meprednisone
3633;-8.4;menadione sodium bisulfite
3614;-8.4;mefenamic acid
3597;-8.4;Meclizine metabolite M1
3558;-8.4;mabuterol
3555;-8.4;M9 (Ketoconazole)
3553;-8.4;M8 (Odanacatib)
3551;-8.4;M8 (Ketoconazole)
3545;-8.4;M7-A (Odanacatib)
3544;-8.4;M7 (Ketoconazole)
3536;-8.4;M6 (Alectinib)
3510;-8.4;M20
3489;-8.4;M12 (Primary amide, N-demethylated selumetinib metabolite)
3486;-8.4;M10 (Odanacatib)
3482;-8.4;M1 Glucuronide (M5)
3434;-8.4;Lorcaserin sulfamate
3358;-8.4;levomefolic acid
3356;-8.4;Levofloxacin-N-oxide
3317;-8.4;lenampicillin
3314;-8.4;leflunomide
3301;-8.4;Large Fragment Metabolite (Atosiban)
3258;-8.4;Ketoconazole iminium ion
3209;-8.4;Irbesartan derivative M6
3207;-8.4;Irbesartan derivative M4
3150;-8.4;Indomethacin acyl glucuronide
3148;-8.4;Indole acetic acid zolmitriptan derivative
3142;-8.4;indeloxazine
3137;-8.4;Indapamide metabolite M3
3056;-8.4;hydroxyestrone diacetate
3052;-8.4;Hydroxydesmethyl doxepin
3049;-8.4;Hydroxycelecoxib
3018;-8.4;hydrocortisone
3003;-8.4;homosalate
2973;-8.4;hesperetin
2862;-8.4;Glasdegib M1
2854;-8.4;gestodene
2818;-8.4;furosemide
2789;-8.4;formylsulfamethin
2774;-8.4;folescutol
2769;-8.4;flutrimazole
2767;-8.4;fluticasone propionate
2765;-8.4;fluticasone 17beta-carboxylic acid
2737;-8.4;fluorometholone acetate
2736;-8.4;fluorometholone
2710;-8.4;fludrocortisone acetate
2697;-8.4;floxacillin
2685;-8.4;flavodic acid
2659;-8.4;fenoprofen
2628;-8.4;famprofazone
2579;-8.4;Etonogestrel glucuronide
2567;-8.4;Etodolac acyl glucuronide
2556;-8.4;etifelmine
2533;-8.4;Ethinylestradiol-3-sulfate
2512;-8.4;eszopiclone
2507;-8.4;estrone
2490;-8.4;estradiol cypionate
2476;-8.4;esflurbiprofen
2431;-8.4;entacapone
2397;-8.4;empagliflozin
2363;-8.4;ecabet
2332;-8.4;Doxirubicinol hydroxyaglycone
2268;-8.4;dipiproverine
2253;-8.4;dioxaphetyl butyrate
2179;-8.4;diflucortolone
2004;-8.4;dehydro-aripiprazole
1964;-8.4;Dapagliflozin 3-O-glucuronide
1956;-8.4;dabigatran etexilate
1917;-8.4;cyclobenzaprine
1866;-8.4;cloxazolam
1852;-8.4;clorazepate
1850;-8.4;cloprednol
1780;-8.4;ciprofibrate
1777;-8.4;cinoxacin
1751;-8.4;ciclosidomine
1746;-8.4;ciclobendazole
1714;-8.4;chlorotrianisene
1697;-8.4;Chloramphenicol Sulfate
1640;-8.4;cefteram pivoxil
1625;-8.4;cefotiam hexetil
1618;-8.4;cefonicid
1617;-8.4;cefodizime
1478;-8.4;butenafine
1437;-8.4;broxuridine
1396;-8.4;Bortezomib metabolite M25
1390;-8.4;bopindolol
1387;-8.4;BMS-798430
1361;-8.4;bifluranol
1338;-8.4;beta-oxycodol
1273;-8.4;benmoxin
1272;-8.4;benidipine
1192;-8.4;Asunaprevir M2
1190;-8.4;asunaprevir
1189;-8.4;asulacrine
1171;-8.4;Aripiprazole unnamed metabolite 9
1167;-8.4;Aripiprazole unnamed metabolite 5
1159;-8.4;argatroban
1095;-8.4;anastrozole
1072;-8.4;Amoxicillin M4 Metabolite
1068;-8.4;amoxicillin
1047;-8.4;aminopterin
956;-8.4;algestone acetophenide
915;-8.4;ademetionine
890;-8.4;Acid Metabolite of Fluticasone Furoate
884;-8.4;Acetylhydrazinophthalazinone
785;-8.4;7-O-demethyl terazosin
776;-8.4;7-hydroxy-lasofoxifene (7-OHLAS)
739;-8.4;6-methylthioinosine triphosphate
702;-8.4;6-beta-OH DEXAMETHASONE
666;-8.4;6??,11??,17??,20??,21-pentahydroxy-5??-pregn-1-en-3-one (M-XVI)
658;-8.4;5-OH-thalidomide
642;-8.4;5'-Hydroxytenoxicam
579;-8.4;5-{[(2S,3S)-3-(4-fluorophenyl)-2-hydroxymorpholin-4-yl]methyl}-2,4-dihydro-1,2,4
494;-8.4;4'-hydroxybenztropine
435;-8.4;4-(6-Hydroxy-2-naphthyl)- butan-2-one glucuronide glycine conjugate
351;-8.4;3-beta-androstenediol
345;-8.4;3alpha-Hydroxydesogestrel
219;-8.4;21-Deflazacort
147;-8.4;17-Beta-Estradiol-3,17-beta-sulfate
141;-8.4;17??,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)
117;-8.4;13'-hydroxychromanol
84;-8.4;1-[3,5-bis(trifluoromethyl)phenyl]ethanone
74;-8.4;1,2-dehydromedroxyprogesterone acetate (M-5)
71;-8.4;1,2 dinor latanoprost acid
65;-8.4;[18F]AV-160 (desmethyl-[18F]AV-45)
51;-8.4;??6-prednisolone (M-XI)
38;-8.4;(S)-5-Hydroxypropafenone
22;-8.4;(E)-2-hydroxydoxepin
5779;-8.3;Zolpidem carboxylic acid derivative (M1)
5730;-8.3;Voriconazole N-Oxide
5728;-8.3;vorapaxar
5717;-8.3;vinorelbine
5687;-8.3;varenicline
5589;-8.3;trilostane
5582;-8.3;triflupromazine
5488;-8.3;tobuterol
5464;-8.3;tinofedrine
5404;-8.3;Thioguanosine diphosphate
5373;-8.3;Tetrahydrocortisone
5280;-8.3;taltirelin
5263;-8.3;S-Warfarin-S-Alcohol
5199;-8.3;sulfaguanole
5119;-8.3;sitafloxacin
5086;-8.3;SCH 488128
5046;-8.3;rubitecan
5040;-8.3;rotraxate
5038;-8.3;Rosuvastatin 5 S-lactone
5023;-8.3;rocuronium
5019;-8.3;rivaroxaban
5015;-8.3;ritodrine
4979;-8.3;retigabine
4898;-8.3;quinapril
4798;-8.3;progesterone
4797;-8.3;progabide
4678;-8.3;Pioglitazone metabolite M-XI
4634;-8.3;phthalylsulfacetamide
4619;-8.3;Phenytoin dihydrodiol
4570;-8.3;pheneticillin
4501;-8.3;penbutolol
4429;-8.3;ozenoxacin
4415;-8.3;oxymetholone
4400;-8.3;oxociprofloxacin
4316;-8.3;oleandrin
4310;-8.3;oftasceine
4294;-8.3;O-desmethyl-galantamine
4242;-8.3;norsertraline
4238;-8.3;noroxycodone
4114;-8.3;niclosamide
4060;-8.3;N-Desmethylritonavir
4041;-8.3;N-desmethylbetrixaban
4029;-8.3;N-desmethyl prochlorperazine
3970;-8.3;naftazone
3949;-8.3;N-acetyl gemifloxacin
3940;-8.3;N,O-didesmethylvenlafaxine glucuronide
3918;-8.3;N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid
3917;-8.3;N-(2-hydroxymethyl-3-chloro-4-hydroxyphenyl)-anthranilic acid
3905;-8.3;mycophenolic acid
3902;-8.3;mozavaptan
3804;-8.3;micinicate
3799;-8.3;mezlocillin
3754;-8.3;Methylprednisolone M15 Metabolite
3746;-8.3;methylprednisolone aceponate
3736;-8.3;methylestrenolone
3636;-8.3;menbutone
3546;-8.3;M7-B (Odanacatib)
3505;-8.3;M2 (Ketoconazole)
3504;-8.3;M2 (Blonanserin)
3458;-8.3;Lumiracoxib metabolite M2
3457;-8.3;Lumiracoxib metabolite M15
3452;-8.3;lucanthone
3443;-8.3;Losartan N2-glucuronide
3440;-8.3;losartan
3406;-8.3;lisuride
3346;-8.3;Levocetirizine 4-chloro-4'-hydroxybenzhydryl Mercapturate Metabolites (M10a and 
3293;-8.3;landiolol
3274;-8.3;Labetalol Glucuronide Metabolite (XI)
3262;-8.3;ketotifen
3214;-8.3;isavuconazonium
3153;-8.3;Inosine
3138;-8.3;Indapamide metabolite M4
3113;-8.3;iloperidone
3112;-8.3;ilaprazole
3106;-8.3;idoxuridine
3039;-8.3;hydroxilated form of rilpivirine 3 (M3)
3028;-8.3;hydrolized form of dolutegravir (M1)
3027;-8.3;hydroflumethiazide
3023;-8.3;hydrocortisone phosphate
3011;-8.3;Hydralazine pyruvate hydrazone
2970;-8.3;hepronicate
2951;-8.3;halazepam
2930;-8.3;guaiacol benzoate
2925;-8.3;GS-56650
2921;-8.3;granisetron
2864;-8.3;Glasdegib M11
2845;-8.3;Gemfibrozil 1-beta-glucuronide
2815;-8.3;furazidin
2785;-8.3;Formoterol glucuronide 1
2724;-8.3;Flunarizine metabolite M2
2653;-8.3;fendosal
2645;-8.3;fenalcomine
2630;-8.3;faropenem medoxil
2538;-8.3;Ethisterone
2537;-8.3;ethisterone
2503;-8.3;estriol succinate
2488;-8.3;estradiol acetate
2446;-8.3;epimestrol
2432;-8.3;entecavir
2388;-8.3;elliptinium
2386;-8.3;Eletriptan N-oxide
2362;-8.3;eburnamonine
2337;-8.3;Doxorubicinol deoxaglycone
2335;-8.3;Doxorubicine hydroxyaglycone
2328;-8.3;Doxepin N-oxide
2324;-8.3;doxapram
2248;-8.3;dinoprost
2209;-8.3;dihydro-ziprasidone-sulfone
2181;-8.3;Difluorodeoxyuridine monophosphate
2162;-8.3;Didesmethyl doxepin
2053;-8.3;deserpidine
2010;-8.3;dehydrocholic acid
2005;-8.3;Dehydro-aripiprazole unnamed epoxide metabolite
1973;-8.3;darifenacin
1965;-8.3;Dapagliflozin BMS-511926, M8 metabolite
1935;-8.3;cyclovalone
1898;-8.3;croconazole
1846;-8.3;cloperastine
1773;-8.3;Cinnarizine metabolite M2
1649;-8.3;cefuroxime pivoxetil
1620;-8.3;ceforanide
1613;-8.3;cefixime
1595;-8.3;cefalexin pivoxil
1576;-8.3;carprofen
1551;-8.3;Carboxy tedizolid
1416;-8.3;brilliant green
1414;-8.3;brexpiprazole
1388;-8.3;boceprevir
1337;-8.3;beta-noroxycodol
1330;-8.3;betamethasone butyrate propionate
1283;-8.3;benzestrol
1281;-8.3;benzamidosalicylate
1275;-8.3;benperidol
1229;-8.3;azlocillin
1201;-8.3;Atorvastatin lactone
1178;-8.3;arterolane
1082;-8.3;amprenavir
1079;-8.3;amphotalide
1070;-8.3;Amoxicillin M2 Metabolite
1051;-8.3;aminoxytriphene
991;-8.3;alpha-Methyldopa-3-0-sulfate
952;-8.3;alfadolone acetate
861;-8.3;acenocoumarol
855;-8.3;acediasulfone
826;-8.3;9-O-demethylemetine
745;-8.3;6-O-desmethyl-mycophenolic acid
743;-8.3;6-O-desmethyl donepezil
696;-8.3;6'beta-Hydroxylovastatin
692;-8.3;6beta-hydroxy-androstenedione
679;-8.3;6??-hydroxypaclitaxel
676;-8.3;6??-hydroxyfluorocortisol
664;-8.3;6??, 3'-p-dihydroxypaclitaxel
654;-8.3;5-OH-fluvastatin
561;-8.3;4R-hydroxy solifenacin
517;-8.3;4-hydroxymethyl ambrisentan
509;-8.3;4-hydroxyethinylestradiol
493;-8.3;4-hydroxyatomoxetine-O-glucuronide
382;-8.3;3-hydroxymethyl mefenamic aci
373;-8.3;3-hydroxydesloratadine
354;-8.3;3beta-hydroxythiomethylspironolactone
322;-8.3;3'(S)-hydroxy-pravastatin-tetranor glucuronide
308;-8.3;3-(4-carboxybenzylidene)-6-hydroxycamphor
299;-8.3;2-phthalimidoglutaric acid
253;-8.3;2-hydroxyclomipramine glucuronide
234;-8.3;2beta-hydroxytestosterone
222;-8.3;22-hydroxy Intermediate Metabolite of Budesonide
206;-8.3;2-{[4-(2-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid
167;-8.3;1-Hydroxyphenylcarvedilol
142;-8.3;17??-deacetylsegesterone acetate
133;-8.3;16-alpha-hydroxyprednisolone
121;-8.3;15alpha-OH-estrone
108;-8.3;1'2'-Ethenylbufuralol
100;-8.3;11-dehydrodexamethasone
5780;-8.2;Zolpidem carboxylic acid derivative (M2)
5776;-8.2;zolmitriptan
5773;-8.2;zofenopril
5713;-8.2;vinburnine
5709;-8.2;vildagliptin
5673;-8.2;Valeryl-4-hydroxyvalsartan
5638;-8.2;udenafil
5624;-8.2;troxerutin
5593;-8.2;trimegestone
5590;-8.2;trimazosin
5520;-8.2;Torasemide M1 (hydroxytorsemide)
5497;-8.2;tolazamide
5460;-8.2;timiperone
5449;-8.2;tiemonium
5414;-8.2;thiothixene
5380;-8.2;tevenel
5348;-8.2;terazosin
5311;-8.2;tazanolast
5283;-8.2;Tamoxifen Glucuronides
5260;-8.2;suvorexant
5198;-8.2;sulfafurazole
5156;-8.2;Spiraprilat
5154;-8.2;spiperone
5142;-8.2;solifenacin
5121;-8.2;Sitagliptin M1 Metabolite
5106;-8.2;sertraline
5077;-8.2;salsalate
5026;-8.2;roflumilast
5024;-8.2;Rofecoxib-erythro-3,4-dihydrohydroxy acid
5003;-8.2;rimexolone
4984;-8.2;Retinoyl b-glucuronide
4978;-8.2;retapamulin
4969;-8.2;repaglinide aromatic amine
4937;-8.2;ramelteon
4756;-8.2;prazosin
4722;-8.2;pixantrone
4713;-8.2;piroxicam
4703;-8.2;piribedil
4688;-8.2;piperidolate
4593;-8.2;phenothrin
4541;-8.2;perimetazine
4406;-8.2;oxybutynin
4391;-8.2;oxetorone
4381;-8.2;Oxazepam
4380;-8.2;oxazepam
4368;-8.2;oxaflumazine
4313;-8.2;olanzapine
4292;-8.2;O-desmethyl-des-4-chlorobenzoyl glucuronide
4268;-8.2;octinoxate
4191;-8.2;Norbenzydamine
4181;-8.2;N-monodesmethyl-rizatriptan
4174;-8.2;Nitroso-sulfamethoxazole
4146;-8.2;nifurzide
4143;-8.2;nifurprazine
4075;-8.2;N-despropyl-rotigotine
4036;-8.2;N-desmethylalmotriptan
4016;-8.2;N-desalkylpropafenone
4012;-8.2;N-depropylpropafenone
3986;-8.2;naphazoline
3964;-8.2;nadolol
3956;-8.2;N-Acetyl-5-hydroxytryptamine sulfate
3857;-8.2;Mometasone
3816;-8.2;miloxacin
3782;-8.2;metochalcone
3759;-8.2;Methylprednisolone M6 Metabolite
3756;-8.2;Methylprednisolone M3 Metabolite
3753;-8.2;Methylprednisolone M14 Metabolite
3749;-8.2;Methylprednisolone M10 Metabolite
3747;-8.2;methylprednisolone acetate
3698;-8.2;methestrol
3664;-8.2;mestanolone
3571;-8.2;Maltotetraose
3550;-8.2;M8 (Blonanserin)
3548;-8.2;M-8
3519;-8.2;M3 ertugliflozin
3508;-8.2;M2 ertugliflozin
3497;-8.2;M1a (Alectinib)
3463;-8.2;Lumiracoxib metabolite M8
3432;-8.2;lorcainide
3424;-8.2;Lopinavir M2 metabolite
3420;-8.2;lonidamine
3408;-8.2;lobeglitazone
3403;-8.2;liranaftate
3342;-8.2;levocabastine
3340;-8.2;levobunolol
3304;-8.2;lasofoxifene
3290;-8.2;Lamivudine-triphosphate
3271;-8.2;Labetalol C1' Glucuronidated Metabolite (VII)
3160;-8.2;Inositol tetranicotinate
3152;-8.2;inosine
3125;-8.2;imiquimod
3119;-8.2;Imidodibenzyl Metabolite
3073;-8.2;Hydroxyperospirone
2957;-8.2;haloperidol
2949;-8.2;guggulsterone
2934;-8.2;guaiazulen
2912;-8.2;glyconiazide
2895;-8.2;glucuronide of deacetyl-thymoxamine
2856;-8.2;gestonorone caproate
2855;-8.2;gestonorone
2799;-8.2;Fosinoprilat
2783;-8.2;formoterol
2779;-8.2;formebolone
2778;-8.2;fomocaine
2766;-8.2;fluticasone furoate
2744;-8.2;flupentixol
2719;-8.2;flumetasone
2711;-8.2;fludroxycortide
2703;-8.2;fluclorolone
2681;-8.2;finafloxacin
2658;-8.2;fenoldopam
2642;-8.2;femoxetine
2470;-8.2;ertugliflozin
2461;-8.2;eprozinol
2445;-8.2;Epigalantamine N-oxide
2435;-8.2;eosin
2428;-8.2;enprostil
2419;-8.2;endralazine
2406;-8.2;enalapril
2379;-8.2;efonidipine
2378;-8.2;efloxate
2267;-8.2;dipiperonylaminoethanol
2196;-8.2;dihydroemetine
2188;-8.2;dihexyverine
2160;-8.2;didanosine
2148;-8.2;dichlorisone
2091;-8.2;desoxycorticosterone acetate
2082;-8.2;Desmethylnortriptyline
2080;-8.2;Desmethyl-levofloxacin
2079;-8.2;Desmethylgalantamine
2075;-8.2;Desmethylazelastine
2072;-8.2;Desmethyl tedizolid sulphate
2066;-8.2;desloratadine
2052;-8.2;Descarboethoxyloratadine
2048;-8.2;Desacylpravastatin
2009;-8.2;Dehydrobenidipine
2007;-8.2;Dehydro-aripiprazole unnamed glutathione conjugate metabolite 2
1974;-8.2;darunavir
1943;-8.2;cyproterone acetate
1913;-8.2;cyamemazine
1874;-8.2;Cocaethylene
1868;-8.2;cloxotestosterone
1865;-8.2;cloxacillin
1804;-8.2;clidinium
1803;-8.2;clidanac
1734;-8.2;cholic acid
1643;-8.2;ceftizoxime
1624;-8.2;cefotiam
1537;-8.2;carbenicillin
1533;-8.2;Carbamazepine 2,3-epoxide
1508;-8.2;Calcitroic acid
1506;-8.2;calcipotriene
1502;-8.2;cafedrine
1464;-8.2;Buspirone N-oxide
1395;-8.2;Bortezomib metabolite M23 or M24 (2)
1393;-8.2;Bortezomib metabolite M2
1345;-8.2;betrixaban
1268;-8.2;bendazol
1239;-8.2;balsalazide
1218;-8.2;azasetron
1175;-8.2;artemisinin
1168;-8.2;Aripiprazole unnamed metabolite 6
1161;-8.2;aripiprazole
1144;-8.2;Arbidol M22 metabolite
1100;-8.2;androstanolone
1066;-8.2;amosulalol
1065;-8.2;amoscanate
1011;-8.2;ambrisentan
968;-8.2;allylestrenol
918;-8.2;Adenosine monophosphate
845;-8.2;Acalabrutinib M45 Metabolite
831;-8.2;abiraterone acetate
828;-8.2;A771726
757;-8.2;6-thioxanthylic acid
749;-8.2;6-OH-ondansetron
744;-8.2;6-O-desmethyl-MPA (DM-MPA)
721;-8.2;6-Hydroxymelatonin glucuronide
698;-8.2;6'-beta-Hydroxysimvastatin
693;-8.2;6-beta-hydroxybudesonide
669;-8.2;6??,11??,17??,20??,21-pentahydroxypregnan-1,4-diene-3-one (M-X)
652;-8.2;5-OH PAP
633;-8.2;5-Hydroxyomeprazole
618;-8.2;5-hydroxy, 6-methoxy duloxetine sulfate
577;-8.2;5??-dihydronorethisterone
508;-8.2;4-Hydroxyestrone sulfate
505;-8.2;4-Hydroxyestradiol
349;-8.2;3'-Aminothymidine
287;-8.2;2-OH-almotriptan
212;-8.2;20??-dihydro-prednisone (M-V)
208;-8.2;20??-dihydrofluorocortisol
207;-8.2;20????-dihydrosegesterone acetate
136;-8.2;16beta-hydroxytestosterone
127;-8.2;16??-methoxyethinylestradiol
126;-8.2;16??-hydroxyethinylestradiol
120;-8.2;15alpha-hydroxytestosterone
93;-8.2;10-O-demethylemetine
72;-8.2;1,2,3,4 Tetranor Latanoprost Acid
66;-8.2;[18F]AV-267 (N-acetyl???[18F]AV-160)
49;-8.2;??1-cortienic acid (PJ-90)
48;-8.2;(Z)-dehydrowarfarin
5778;-8.1;zolpidem
5701;-8.1;vernakalant
5680;-8.1;Valproic acid CoA
5643;-8.1;ulobetasol propionate
5617;-8.1;tropatepine
5553;-8.1;triamcinolone
5543;-8.1;trelagliptin
5538;-8.1;trans-hydroxyperhexilline
5521;-8.1;Torasemide M2
5519;-8.1;topotecan
5501;-8.1;tolfenamic acid
5489;-8.1;tocofibrate
5457;-8.1;tilisolol
5440;-8.1;ticarcillin
5433;-8.1;tiaprofenic acid
5398;-8.1;thiocolchicoside
5357;-8.1;tertatolol
5320;-8.1;tedizolid phosphate
5316;-8.1;tebipenem pivoxil
5277;-8.1;talinolol
5255;-8.1;Sumatriptan Metabolite GR49336
5246;-8.1;sulpiride
5241;-8.1;Sulindac sulfone
5209;-8.1;sulfametomidine
5178;-8.1;suclofenide
5177;-8.1;succisulfone
5159;-8.1;SR 49498
5114;-8.1;simetride
5047;-8.1;rucaparib
5044;-8.1;RS-88390 (CVT-2514)
4988;-8.1;Rhein
4957;-8.1;reduced O-desmethyl-3-hydroxy-nabumetone
4949;-8.1;razoxane
4946;-8.1;ranolazine
4936;-8.1;ramatroban
4910;-8.1;quinine
4897;-8.1;quinagolide
4892;-8.1;quazepam
4856;-8.1;proxazole
4762;-8.1;prednisolone acetate
4749;-8.1;prasterone acetate
4732;-8.1;polmacoxib
4716;-8.1;pitofenone
4709;-8.1;pirmenol
4683;-8.1;pipemidic acid
4676;-8.1;Pioglitazone metabolite M-V
4665;-8.1;pimobendan
4597;-8.1;phenoxymethylpenicillin
4587;-8.1;Phenolic glucuronide
4586;-8.1;Phenol-dronedarone glucuronide
4582;-8.1;Phenobarbital O-sulfate
4547;-8.1;perlapine
4482;-8.1;pazufloxacin
4459;-8.1;papaverine
4420;-8.1;oxypertine
4392;-8.1;oxiconazole
4389;-8.1;oxendolone
4378;-8.1;oxaprozin
4357;-8.1;osimertinib
4355;-8.1;osalmid
4327;-8.1;omapatrilat
4296;-8.1;O-desmethyl-galantaminone
4249;-8.1;Norzotepine
4239;-8.1;noroxymorphone
4217;-8.1;Norfluoxetine
4211;-8.1;norethisterone
4170;-8.1;nitrendipine
4126;-8.1;Nicotine glucuronide
4108;-8.1;niaprazine
4090;-8.1;nemonoxacin
4068;-8.1;N-desmethylthioridazine
4046;-8.1;N-desmethyldoxepin
4019;-8.1;N-Desalkylvicriviroc
3954;-8.1;N-Acetyl-5-hydroxytryptamine
3893;-8.1;morphine-3-glucuronide
3877;-8.1;Montelukast metabolite M5b
3871;-8.1;Monomethyl Auristatin E (MMAE)
3867;-8.1;Monohydroxyperhexiline
3858;-8.1;mometasone furoate
3853;-8.1;Moexiprilat
3815;-8.1;Milnacipran carbamoyl O-glucuronide
3810;-8.1;mifepristone
3787;-8.1;metopon
3723;-8.1;Methoxyzolpidem derivative (M4)
3686;-8.1;methallenestril
3681;-8.1;metesculetol
3677;-8.1;metapramine
3666;-8.1;mestranol
3634;-8.1;menadoxime
3627;-8.1;melperone
3625;-8.1;melitracen
3609;-8.1;medrogestone
3501;-8.1;M2
3500;-8.1;M1b ertugliflozin
3492;-8.1;M14 (Ketoconazole)
3491;-8.1;M14 (AZ12791138)
3462;-8.1;Lumiracoxib metabolite M4/M6
3446;-8.1;loxapine
3442;-8.1;Losartan carboxylic acid
3436;-8.1;lormetazepam
3430;-8.1;lorazepam
3413;-8.1;loflucarban
3409;-8.1;lobenzarit
3325;-8.1;Letrozole ketone analog metabolite
3320;-8.1;lesinurad
3278;-8.1;Labetalol Theoretical Metabolite (IX)
3248;-8.1;kanamycin
3213;-8.1;irsogladine
3149;-8.1;Indole ethyl alcohol zolmitriptan derivative
3140;-8.1;Indapamide metabolite M6
3136;-8.1;Indapamide metabolite M2
3130;-8.1;incadronic acid
3061;-8.1;Hydroxyfluoroprednisolone butyrate
3037;-8.1;hydroxilated form of rilpivirine 1 (M1)
3017;-8.1;hydrocortamate
2963;-8.1;halopredone acetate
2923;-8.1;GS-461203
2901;-8.1;glybuthiazol
2891;-8.1;Glucuronide Conjugate (Oxyquinoline)
2847;-8.1;Gemfibrozil M2 Metabolite
2819;-8.1;Furosemide glucuronide
2798;-8.1;fosinopril
2786;-8.1;Formoterol glucuronide 2
2784;-8.1;Formoterol deformylated metabolite
2777;-8.1;fominoben
2722;-8.1;flunarizine
2698;-8.1;floxuridine
2651;-8.1;fencibutirol
2649;-8.1;fenbufen
2622;-8.1;fadrozole
2574;-8.1;etofylline nicotinate
2510;-8.1;Estrone sulfate
2499;-8.1;estramustine phosphate
2497;-8.1;Estradiol-17beta 3-sulfate
2487;-8.1;Estradiol
2467;-8.1;eriodictyol
2459;-8.1;eprazinone
2457;-8.1;epoprostenol
2449;-8.1;Epinephrine glucuronide
2357;-8.1;E-10-Hydroxyamitriptyline
2341;-8.1;drometrizole
2319;-8.1;doripenem
2315;-8.1;Dopamine-4-O-glucuronide
2313;-8.1;Dopamine-3-O-glucuronide
2311;-8.1;Dopamine glucuronide
2222;-8.1;dimemorfan
2217;-8.1;diloxanide furoate
2215;-8.1;Diketopiperazine
2208;-8.1;dihydroxy-bendamustine (bendamustine metabolite HP2)
2193;-8.1;dihydrocodeine
2135;-8.1;diampromide
2122;-8.1;dextrofemine
2106;-8.1;dexamethasone valerate
